"FA" "MA" "Math" "SCIE" "READ"
"148256" 0 0 546.122 577.808 540.378
"148257" 1 0 575.644 639.444 575.09
"148258" 1 1 577.9 632.918 523.462
"148259" NA NA 550.092 563.636 505.426
"148260" 1 1 613.576 671.71 602.428
"148261" NA NA 655.952 587.878 470.792
"148262" 1 1 594.336 643.734 626.764
"148263" NA NA 665.844 677.396 572.926
"148264" 0 0 636.32 659.96 574.73
"148265" 1 1 597.61 621.726 533.644
"148266" 1 NA 630.324 638.512 513.28
"148267" 1 0 662.886 694.74 580.38
"148268" NA NA 657.51 656.88 596.176
"148269" NA NA 612.566 590.212 544.464
"148270" 1 0 726.522 697.164 632.81
"148271" 1 0 632.504 612.214 596.972
"148272" 1 0 729.17 731.76 626.046
"148273" 1 1 619.888 659.212 592.842
"148274" NA NA 699.26 679.354 558.254
"148275" NA NA 581.408 615.48 590.22
"148276" 0 0 574.706 593.566 588.316
"148277" NA NA 646.838 646.716 592.844
"148278" 0 0 593.636 628.722 540.298
"148279" 0 0 645.436 625.456 531.718
"148280" 1 1 682.746 690.918 608.12
"148281" 1 0 611.24 626.018 617.708
"148282" NA NA 518.624 540.508 479.64
"148283" 0 0 578.6 604.382 581.802
"148284" 1 1 498.448 531.556 528.192
"148285" 1 1 582.032 599.16 549.354
"148286" 1 0 584.6 643.92 635.184
"148287" NA NA 622.378 609.882 581.422
"148288" 1 1 622.3 589.652 521.618
"148289" 1 1 630.634 606.434 569.798
"148290" 1 1 505.07 530.158 479.244
"148291" 1 1 688.898 671.988 578.618
"148292" 0 1 631.96 599.256 610.604
"148293" 1 0 560.064 572.304 585.93
"148294" 1 0 749.268 794.328 681.07
"148295" 1 1 544.016 538.922 535.01
"148296" 1 1 687.576 664.808 607.314
"148297" 1 0 585.924 589.182 543.586
"148298" 1 1 736.492 734.184 713.274
"148299" 1 1 687.42 702.854 661.718
"148300" 1 1 656.028 669.844 599.138
"148301" 1 1 629.856 661.264 617.628
"148302" 1 1 572.216 629.93 631.212
"148303" NA 1 593.95 594.404 584.342
"148304" 1 0 569.878 595.804 541.822
"148305" 0 1 603.764 622.476 623.268
"148306" 0 1 594.336 615.478 596.414
"148307" 0 0 595.194 593.94 543.264
"148308" 0 0 560.766 567.83 497.968
"148309" NA 1 571.282 592.728 543.032
"148310" 0 0 624.56 652.124 655.282
"148311" 1 1 551.108 595.058 588.472
"148312" 1 1 628.61 642.708 627.002
"148313" 1 1 514.342 541.722 526.11
"148314" NA NA 542.774 547.314 563.292
"148315" 0 1 644.888 646.53 583.706
"148316" NA 0 619.418 641.588 596.258
"148317" NA NA 660.546 644.104 646.622
"148318" 0 0 546.51 587.224 540.938
"148319" 1 1 561.856 569.974 572.902
"148320" 0 0 510.836 525.31 520.868
"148321" 0 0 538.956 515.236 553.362
"148322" NA NA 662.572 642.986 589.2
"148323" NA 0 647.15 660.704 587.358
"148324" 0 0 588.572 579.672 568.452
"148325" NA 1 625.728 597.018 564.75
"148326" 1 1 545.42 559.436 489.15
"148327" 1 1 633.828 663.222 606.834
"148328" 0 1 542.77 588.158 580.766
"148329" NA NA 556.324 543.492 554.952
"148330" 1 0 604.54 596.644 590.776
"148331" 1 0 589.042 593.66 620.25
"148332" 1 1 655.25 635.714 592.966
"148333" 1 1 489.102 508.896 432.392
"148334" NA 0 640.296 675.53 589.922
"148335" 1 1 604.386 571.374 503.34
"148336" 1 0 599.166 626.388 574.412
"148337" 1 0 587.018 573.61 565.992
"148338" 1 1 598.698 625.178 612.942
"148339" 1 1 634.606 625.366 641.62
"148340" 1 1 658.988 672.268 623.672
"148341" 0 1 656.418 643.454 608.438
"148342" NA 0 535.916 524.934 542.16
"148343" 1 1 662.028 586.292 595.784
"148344" NA 1 620.044 606.528 627.796
"148345" 1 1 621.988 608.114 564.562
"148346" 1 1 579.382 517.662 514.884
"148347" 1 1 661.872 640.75 590.696
"148348" 0 1 652.758 689.332 634.866
"148349" 0 1 643.88 626.39 578.938
"148350" 1 0 611.396 586.386 620.646
"148351" 1 1 583.274 633.85 597.216
"148352" NA NA 643.956 582.842 567.82
"148353" 0 0 593.636 643.92 629.622
"148354" 0 1 530.462 535.66 554.79
"148355" 1 1 659.302 636.084 605.874
"148356" NA NA 592.778 619.582 543.826
"148357" 1 0 618.952 631.052 602.136
"148358" 1 1 624.408 613.706 627.638
"148359" 1 1 675.814 723.462 706.522
"148360" 1 1 571.98 555.24 545.178
"148361" 1 1 640.762 675.622 644.558
"148362" NA 1 583.356 604.1 542.872
"148363" 1 0 663.04 677.862 705.012
"148364" 1 1 676.358 688.306 629.78
"148365" 1 1 716.63 729.244 664.958
"148366" NA NA 602.982 595.43 579.022
"148367" 1 1 694.664 712.366 632.25
"148368" 1 1 661.714 702.292 665.054
"148369" 1 1 596.83 616.786 557.648
"148370" 1 1 727.068 707.142 705.41
"148371" 0 0 623.78 633.662 632.88
"148372" NA NA 650.42 642.522 600.744
"148373" 1 0 546.588 520.738 546.926
"148374" 0 0 659.066 696.046 669.82
"148375" 1 0 497.906 553.842 560.112
"148376" 1 0 666.698 683.83 686.342
"148377" 1 NA 592.314 594.966 596.338
"148378" 1 1 617.784 629 579.814
"148379" 1 0 682.046 713.672 673.712
"148380" 0 NA 544.952 553.658 561.068
"148381" NA 1 645.514 615.666 609.048
"148382" NA 1 601.816 657.162 580.382
"148383" 1 1 629.78 653.526 590.322
"148384" 1 1 626.74 642.802 634.786
"148385" 1 NA 618.716 629.746 539.654
"148386" 1 1 693.652 724.86 606.516
"148387" 1 1 716.632 714.884 684.44
"148388" 1 1 650.5 652.218 572.606
"148389" 1 1 712.58 739.22 728.05
"148390" NA 1 732.598 694.184 619.022
"148391" 0 0 619.42 634.222 577.254
"148392" NA NA 610.772 633.848 553.764
"148393" 1 NA 663.508 672.176 595.694
"148394" 1 1 675.892 693.342 660.366
"148395" 1 1 667.554 699.306 689.124
"148396" 1 0 751.916 759.176 682.834
"148397" 1 NA 718.5 706.49 614.372
"148398" 1 0 603.53 549.086 534.926
"148399" NA 1 663.274 617.438 547.916
"148400" 0 0 681.42 678.424 564.43
"148401" NA NA 580.162 592.352 602.93
"148402" 1 1 552.118 562.232 504.704
"148403" 0 0 481.856 514.306 502.438
"148404" NA 1 631.1 588.344 547.674
"148405" 1 1 683.914 658.654 586.232
"148406" 1 0 614.978 642.706 509.996
"148407" 1 1 609.45 587.598 516.49
"148408" 1 0 585.38 577.53 499.894
"148409" NA NA 536.304 511.692 521.266
"148410" 1 1 615.214 652.964 566.388
"148411" 1 1 522.208 500.878 489.172
"148412" 1 1 706.35 671.15 641.142
"148413" 1 1 720.526 658.934 666.324
"148414" 1 NA 745.218 744.35 667.364
"148415" NA 1 683.604 692.782 591.446
"148416" 0 1 716.862 711.34 632.962
"148417" 0 0 709.152 657.906 609.682
"148418" 1 1 627.598 579.208 594.034
"148419" 1 1 663.352 623.686 575.812
"148420" 1 1 660.158 628.628 598.722
"148421" 1 0 685.94 657.72 661.634
"148422" 1 0 754.252 688.122 629.764
"148423" 1 1 765.704 755.35 678.504
"148424" 1 1 604.542 567.176 521.186
"148425" 1 1 592 583.308 585.294
"148426" NA NA 599.476 570.72 506.548
"148427" 0 0 626.51 600.094 582.356
"148428" 1 1 563.96 519.714 486.712
"148429" 1 0 611.318 627.976 597.858
"148430" NA NA 550.484 569.788 523.702
"148431" 1 1 628.454 669.284 595.932
"148432" 0 1 618.096 638.604 561.942
"148433" 1 1 577.98 598.412 567.262
"148434" 1 1 486.142 524.56 533.026
"148435" 1 1 580.862 580.14 535.648
"148436" 1 1 616.46 655.948 617.708
"148437" 0 0 562.088 562.792 530.958
"148438" 1 1 540.668 546.104 558.126
"148439" 1 0 559.284 598.788 513.924
"148440" NA NA 595.662 610.164 572.108
"148441" 0 0 553.366 579.672 577.428
"148442" 1 1 614.82 638.14 565.39
"148443" NA NA 574.864 578.086 549.998
"148444" 1 1 578.682 617.626 547.962
"148445" NA NA 565.36 621.072 616.276
"148446" NA NA 505.848 512.254 515.706
"148447" NA NA 558.196 557.85 566.672
"148448" NA 1 553.444 605.126 598.88
"148449" 1 1 585.304 624.898 651.628
"148450" NA NA 490.582 518.408 452.994
"148451" NA NA 576.888 603.542 562.904
"148452" NA NA 603.45 624.616 570.68
"148453" 1 1 568.01 594.498 596.894
"148454" 1 1 407.782 431.126 443.734
"148455" NA NA 449.61 508.616 458.204
"148456" 0 0 558.194 561.676 515.286
"148457" 1 NA 490.582 528.85 464.058
"148458" 0 0 490.116 527.082 520.474
"148459" 1 1 546.432 586.384 524.048
"148460" NA 0 502.424 593.752 545.91
"148461" 1 1 501.176 534.354 471.434
"148462" 1 1 518.08 546.196 463.094
"148463" 0 NA 497.592 532.582 431.028
"148464" 1 0 463.552 504.98 413.472
"148465" 1 1 640.14 630.584 584.87
"148466" 1 1 615.914 652.592 666.88
"148467" 0 0 507.562 546.194 585.614
"148468" 1 0 577.59 607.274 546.686
"148469" 0 1 661.17 629.746 572.928
"148470" 1 1 622.144 598.04 563.546
"148471" 1 1 611.63 635.434 606.116
"148472" 0 0 644.89 652.684 584.63
"148473" 1 0 565.596 584.148 483.058
"148474" 0 0 515.666 554.03 483.618
"148475" NA NA 488.322 588.718 504.866
"148476" 1 1 584.832 640.282 591.966
"148477" 1 1 603.374 670.216 575.41
"148478" 1 1 661.17 719.638 613.808
"148479" NA NA 435.358 435.136 467.804
"148480" NA NA 479.21 482.226 444.74
"148481" 0 1 575.33 620.14 630.258
"148482" 0 1 601.582 629.84 558.336
"148483" 1 NA 565.516 601.212 630.892
"148484" 1 0 638.504 673.666 621.838
"148485" 1 1 544.328 618.37 622.392
"148486" 1 1 686.33 750.598 644.994
"148487" 1 NA 605.244 582.47 572.824
"148488" NA NA 581.176 569.136 547.88
"148489" 1 1 652.602 683.83 653.252
"148490" NA NA 566.996 563.352 527.938
"148491" 0 0 615.99 642.148 553.126
"148492" 1 1 600.41 649.142 629.622
"148493" 1 1 643.878 714.976 690.236
"148494" 1 1 614.98 690.076 662.036
"148495" 1 0 528.906 570.442 542.3
"148496" 1 0 657.352 660.332 546.552
"148497" 1 0 577.67 592.17 558.978
"148498" 1 1 572.682 637.39 595.704
"148499" NA NA 462.466 493.788 398.242
"148500" 1 0 631.572 659.122 571.082
"148501" 1 0 582.498 575.476 514.646
"148502" 1 0 637.646 666.298 630.486
"148503" 1 0 668.49 712.364 605.632
"148504" NA NA 585.224 633.85 538.534
"148505" 1 1 601.348 610.816 528.594
"148506" NA 1 518.778 566.15 518.492
"148507" NA NA 660.548 632.542 573.406
"148508" 1 1 572.216 573.144 536.996
"148509" 1 1 655.482 700.71 656.14
"148510" 1 1 654.316 696.324 604.112
"148511" 1 0 571.982 561.208 555.584
"148512" 1 1 622.846 652.31 625.094
"148513" 1 0 619.964 638.7 543.826
"148514" 1 1 587.95 630.772 566.27
"148515" 1 1 561.622 592.072 554.248
"148516" NA NA 614.902 622.564 529.876
"148517" 1 1 556.558 509.92 469.35
"148518" 0 0 559.596 620.422 632.326
"148519" NA 0 643.646 676.65 576.212
"148520" 1 1 559.906 625.456 604.6
"148521" 0 0 625.728 640.562 552.964
"148522" 1 1 617.392 667.138 645.908
"148523" 1 1 571.826 564.474 505.906
"148524" 1 1 522.05 511.696 486.076
"148525" 1 1 528.518 552.538 480.17
"148526" 1 NA 529.762 515.608 478.088
"148527" 1 0 464.878 519.618 511.998
"148528" 1 NA 522.286 517.66 525.794
"148529" 1 1 643.72 655.296 631.928
"148530" 0 1 563.102 605.13 548.794
"148531" 0 0 565.672 617.716 546.068
"148532" 1 1 506.474 548.618 542.716
"148533" 1 0 502.422 554.214 450.43
"148534" 1 1 517.61 561.396 518.724
"148535" NA NA 461.604 502.928 535.96
"148536" 1 1 510.29 534.444 494.574
"148537" 1 1 518.782 544.24 512.958
"148538" 1 1 550.64 569.88 493.962
"148539" 1 1 649.798 622.006 539.016
"148540" 0 0 545.106 521.766 512.688
"148541" 1 1 554.924 613.896 543.744
"148542" 1 1 626.894 631.89 628.512
"148543" 0 1 565.594 562.142 560.74
"148544" NA NA 583.588 588.158 617.864
"148545" 0 1 523.998 554.496 563.05
"148546" 0 0 558.194 576.128 552.406
"148547" 0 0 506.24 550.39 593.476
"148548" NA NA 506.16 510.202 516.976
"148549" 0 0 515.896 565.404 561.702
"148550" 1 0 556.17 652.688 636.538
"148551" 1 1 548.382 553.654 506.788
"148552" 0 0 576.654 522.418 521.744
"148553" NA NA 569.176 562.234 509.994
"148554" 1 NA 607.656 601.398 536.208
"148555" NA 0 536.23 519.246 454.22
"148556" 1 1 573.928 535.38 466.864
"148557" NA NA 560.842 545.45 500.056
"148558" 1 1 615.37 605.222 619.932
"148559" 1 1 629.156 556.732 541.522
"148560" NA NA 577.044 591.142 552.482
"148561" 1 NA 502.968 514.862 517.53
"148562" 0 0 672.464 633.662 552.08
"148563" 1 1 628.766 589.462 543.264
"148564" 1 1 628.222 570.442 505.826
"148565" 0 0 554.924 581.724 549.388
"148566" 1 1 678.46 650.822 639.384
"148567" 1 0 626.584 597.11 553.044
"148568" 1 1 588.106 581.164 610.556
"148569" 1 1 589.508 564.474 532.202
"148570" 1 1 590.674 585.548 518.01
"148571" 1 1 469.788 429.166 435.788
"148572" 0 1 428.736 461.714 423.414
"148573" 1 1 491.05 545.636 493.4
"148574" 1 1 497.748 521.67 595.464
"148575" NA 0 476.95 471.69 483.53
"148576" 1 1 510.054 538.924 534.048
"148577" 1 1 512.158 549.46 523.808
"148578" 0 0 512.548 537.336 518.168
"148579" 0 0 585.38 637.39 617.15
"148580" 0 1 594.802 636.832 638.438
"148581" 1 1 524.936 522.51 455.8
"148582" 0 0 538.878 540.882 561.144
"148583" 1 0 652.366 667.51 598.018
"148584" 1 1 491.206 544.706 582.516
"148585" 1 1 580.392 587.6 536.928
"148586" 0 0 544.486 562.326 535.888
"148587" 1 0 559.52 537.242 572.822
"148588" NA NA 601.502 619.862 547.112
"148589" 1 1 535.76 535.566 518.734
"148590" 1 1 569.334 645.228 534.522
"148591" 0 1 532.644 528.664 541.922
"148592" NA 1 436.836 474.02 509.748
"148593" 1 1 572.526 598.508 613.894
"148594" 1 1 534.592 564.006 608.89
"148595" 0 1 526.26 578.554 499.816
"148596" 0 1 458.956 518.78 439.448
"148597" NA 0 425.774 451.452 389.022
"148598" 1 1 586.39 589.744 537.57
"148599" 0 0 613.422 607.646 563.226
"148600" NA NA 520.182 534.818 520.552
"148601" 0 0 505.46 512.064 478.528
"148602" 1 1 555.39 553.934 586.326
"148603" NA NA 537.554 534.63 519.04
"148604" NA NA 503.36 550.58 492.668
"148605" 0 1 567.384 563.352 488.508
"148606" 1 1 621.132 607.178 557.692
"148607" NA NA 610.072 608.578 555.902
"148608" 0 0 494.4 551.136 586.328
"148609" 0 0 541.06 572.492 601.026
"148610" 0 0 648.474 641.774 579.1
"148611" 1 1 591.532 599.718 558.814
"148612" 1 1 548.144 581.07 565.434
"148613" 0 0 596.518 608.766 594.114
"148614" 1 0 516.212 495.84 469.708
"148615" 1 1 531.556 504.046 578.066
"148616" 0 1 624.636 641.03 569.078
"148617" 1 1 480.924 540.788 533.978
"148618" 0 1 511.07 515.426 436.64
"148619" 1 0 540.436 540.042 565.04
"148620" NA 1 516.834 508.338 443.134
"148621" 0 0 517.846 488.66 507.686
"148622" 1 1 587.248 610.164 602.614
"148623" 1 1 551.03 550.58 539.856
"148624" 1 1 499.306 486.328 408.182
"148625" 1 0 618.328 655.67 597.372
"148626" 0 0 611.552 646.25 608.174
"148627" 1 0 594.806 563.166 559.636
"148628" 0 0 641.618 616.132 591.494
"148629" 1 1 650.966 645.228 557.854
"148630" 1 0 582.654 537.99 538.132
"148631" 1 0 638.892 587.88 503.42
"148632" 1 0 585.926 557.014 526.508
"148633" 1 0 565.594 538.64 555.982
"148634" 1 0 625.962 639.818 584.228
"148635" 1 1 514.652 522.512 483.3
"148636" 0 1 567.856 580.884 563.29
"148637" 1 1 578.76 584.522 585.294
"148638" 1 1 530.542 495.002 546.45
"148639" 1 1 519.404 575.474 520.816
"148640" 1 1 551.106 573.052 515.126
"148641" 0 0 538.098 566.434 483.94
"148642" 0 0 508.73 518.036 447.628
"148643" NA NA 495.102 493.606 480.514
"148644" NA NA 577.512 604.662 499.248
"148645" 1 1 569.256 564.844 503.902
"148646" 1 NA 623.392 632.824 601.9
"148647" 0 0 526.104 557.946 532.602
"148648" 1 0 568.244 644.386 560.352
"148649" 1 1 588.574 594.406 530.918
"148650" NA NA 641.152 617.622 528.032
"148651" NA NA 625.182 643.732 523.222
"148652" 0 0 674.958 670.402 581.826
"148653" 0 0 611.318 652.406 571.63
"148654" 1 1 689.99 667.234 570.922
"148655" 1 1 541.058 554.96 527.86
"148656" 1 1 563.96 583.402 581.96
"148657" 1 0 545.966 564.752 559.954
"148658" 0 1 466.122 521.578 539.22
"148659" NA 1 556.168 523.724 476.94
"148660" 0 0 465.344 465.626 339.798
"148661" 1 0 572.448 593.938 542.558
"148662" 0 0 432.632 554.028 521.98
"148663" 1 1 528.204 591.328 489.952
"148664" 0 0 485.286 543.678 556.934
"148665" NA NA 506.084 579.952 477.848
"148666" 1 1 464.254 516.356 414.354
"148667" 1 1 397.812 455.558 470.426
"148668" 1 1 570.348 585.64 515.766
"148669" 0 0 555.624 612.682 528.352
"148670" 1 0 579.226 662.572 602.826
"148671" 0 0 542.462 608.02 566.468
"148672" 0 0 559.36 603.636 521.94
"148673" 1 1 440.108 461.71 410.184
"148674" 1 0 493.622 571.372 507.286
"148675" NA NA 563.336 611.188 568.454
"148676" 1 0 550.562 593.938 553.286
"148677" 1 1 527.66 560.648 470.552
"148678" NA 1 551.26 550.952 502.22
"148679" 1 0 569.41 639.82 554.084
"148680" NA 1 586.548 654.27 627.4
"148681" 1 1 603.842 664.62 535.006
"148682" 0 0 499.62 612.588 524.346
"148683" 1 0 495.332 523.908 503.95
"148684" 0 0 516.6 567.644 527.702
"148685" NA NA 530.074 582.19 542.238
"148686" 1 NA 403.108 432.524 406.98
"148687" 1 0 509.744 569.322 526.348
"148688" 1 1 444.238 516.636 499.182
"148689" 0 0 452.726 555.894 533.262
"148690" 1 1 573.384 632.544 598.658
"148691" 1 NA 459.036 505.722 464.704
"148692" 0 0 516.91 602.984 583.586
"148693" 1 1 627.286 668.07 586.392
"148694" 1 1 427.176 469.918 512.688
"148695" 1 0 519.016 555.244 512.21
"148696" 0 0 461.14 526.428 474.962
"148697" 1 1 607.814 667.98 581.022
"148698" 0 1 441.664 510.48 531.196
"148699" 1 NA 452.494 502.182 416.278
"148700" 1 1 640.452 647.466 624.072
"148701" 0 0 519.872 543.118 498.07
"148702" 0 0 489.18 475.888 497.596
"148703" 0 1 556.324 592.262 583.626
"148704" 1 1 481.702 540.508 497.674
"148705" 0 0 543.316 615.2 527.552
"148706" 0 1 538.098 583.122 548.832
"148707" 0 0 511.148 578.274 519.676
"148708" 1 0 519.248 557.2 452.996
"148709" 0 0 483.106 529.69 517.77
"148710" 1 NA 596.908 609.79 597.858
"148711" NA NA 510.212 539.014 546.53
"148712" 1 NA 546.198 538.548 546.686
"148713" NA 1 434.186 435.042 464.306
"148714" 0 0 650.888 630.4 585.512
"148715" 1 0 569.02 580.046 520.494
"148716" NA NA 520.416 557.386 526.19
"148717" 0 0 560.222 544.61 570.916
"148718" 0 0 494.4 518.968 532.152
"148719" 1 1 571.124 554.402 567.58
"148720" 1 1 608.358 578.924 518.332
"148721" 1 1 644.734 649.982 615.574
"148722" NA 1 506.63 521.018 537.154
"148723" NA NA 615.758 583.778 588.156
"148724" NA 0 489.338 466.934 509.43
"148725" 0 0 571.358 612.032 608.174
"148726" 0 0 493.856 519.99 544.702
"148727" 0 0 508.808 520.46 522.982
"148728" 1 1 571.514 577.994 567.182
"148729" 1 1 550.404 567.458 519.854
"148730" NA NA 590.756 604.29 520.094
"148731" NA NA 505.538 530.53 466.062
"148732" 0 0 551.184 533.144 544.224
"148733" 1 0 452.494 499.01 459.97
"148734" 0 0 460.516 535.474 564.642
"148735" 1 0 512.238 560.184 543.022
"148736" 1 1 454.598 524.19 474.96
"148737" 1 1 597.842 577.9 559.874
"148738" NA 0 434.5 447.258 462.64
"148739" NA 0 599.478 552.538 532.6
"148740" 1 NA 551.65 553.284 525.786
"148741" 1 1 587.172 592.912 501.336
"148742" 1 1 487.234 562.142 535.962
"148743" 1 1 481.702 575.288 511.436
"148744" 0 0 521.508 532.116 591.81
"148745" NA NA 533.734 556.454 577.908
"148746" NA NA 438.164 468.8 452.594
"148747" 1 1 491.984 479.522 493.542
"148748" 1 0 495.102 477.844 521.904
"148749" 0 0 476.874 558.878 544.78
"148750" NA 1 467.606 455.466 376.754
"148751" 0 0 501.332 519.154 497.248
"148752" 1 0 567.932 569.696 484.502
"148753" 1 0 470.796 494.068 480.196
"148754" 1 0 525.714 558.318 503.982
"148755" 0 0 491.052 504.79 479.772
"148756" NA NA 548.382 588.718 484.74
"148757" NA NA 377.168 450.988 467.404
"148758" 1 1 431.304 498.358 457.966
"148759" NA NA 437.616 468.798 409.732
"148760" NA NA 435.668 499.85 417.16
"148761" NA NA 475.004 467.118 423.334
"148762" 1 NA 453.976 475.604 490.032
"148763" 1 0 589.276 648.022 591.926
"148764" 1 1 543.24 618.93 571.634
"148765" 1 1 426.708 454.252 463.99
"148766" NA 0 578.758 601.866 521.94
"148767" 0 0 544.718 556.08 503.18
"148768" 1 1 503.982 556.454 457.646
"148769" 0 0 503.202 506.568 539.222
"148770" 0 0 490.506 507.308 494.656
"148771" NA NA 453.972 526.988 487.386
"148772" NA 0 573.072 581.724 544.146
"148773" 0 0 541.994 569.322 516.81
"148774" 1 1 484.43 510.014 461.094
"148775" 1 1 430.994 432.526 427.26
"148776" NA NA 558.66 557.386 525.306
"148777" NA NA 472.902 497.518 458.046
"148778" NA NA 563.724 571.188 517.77
"148779" NA NA 533.424 539.294 519.214
"148780" NA NA 495.802 510.574 477.606
"148781" NA NA 487.78 519.992 515.228
"148782" 1 1 486.998 449.216 444.846
"148783" 1 1 630.17 657.44 678.878
"148784" NA NA 587.014 570.626 520.738
"148785" NA NA 559.908 535.378 507.828
"148786" NA NA 637.646 591.048 575.732
"148787" 1 0 489.806 543.024 524.682
"148788" 1 0 578.914 596.642 584.23
"148789" NA NA 651.586 624.058 605.474
"148790" NA NA 545.42 549.364 547.032
"148791" 1 1 548.614 483.44 475.038
"148792" 0 1 529.218 535.94 566.944
"148793" 1 1 520.65 533.42 524.186
"148794" NA 0 515.12 592.818 547.916
"148795" NA NA 569.566 575.476 534.124
"148796" NA NA 498.606 535.752 511.576
"148797" NA NA 238.52 295.916 362.784
"148798" NA NA 464.254 438.492 365.052
"148799" 1 0 384.96 330.046 326.32
"148800" NA NA 335.886 318.948 341.482
"148801" 1 0 397.812 376.762 362.566
"148802" NA NA 420.322 424.226 415.716
"148803" NA NA 446.574 470.57 500.928
"148804" NA NA 382.156 395.318 367.232
"148805" NA NA 389.166 402.314 398.692
"148806" NA NA 482.092 490.62 453.958
"148807" 1 1 501.488 507.03 437.764
"148808" NA NA 442.052 477.752 402.408
"148809" NA NA 454.286 497.612 465.022
"148810" 1 1 334.486 329.486 366.042
"148811" 0 0 551.496 523.256 452.676
"148812" 1 1 322.022 348.6 378.434
"148813" NA 1 325.368 343.752 365.644
"148814" NA 0 393.838 407.068 426.462
"148815" 1 0 347.648 351.026 390.666
"148816" NA NA 368.056 341.142 357.064
"148817" 1 0 423.594 448.846 413.314
"148818" NA 1 555.934 625.924 573.538
"148819" NA NA 505.538 520.83 465.34
